OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
16101916,10/30/16,19:56:00,10/30/16,21:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street  NW,33.77170733,-84.39125155,1
16111942,11/2/16,14:54:00,11/2/16,14:54:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street  NW,33.7746818,-84.39637939,1
16111948,11/3/16,15:00:00,11/3/16,15:14:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science Building,901,,Atlantic Drive  NW,33.77895641,-84.40131466,1
16111950,11/3/16,18:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science and Engineering,901,,Atlantic Drive  NW,33.780819,-84.397985,1
16091674,9/27/16,14:40:00,9/27/16,14:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16091693,9/29/16,21:15:00,9/29/16,21:18:00,9999F,,Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,33.78238002,-84.39595556,1
16091701,9/30/16,13:00:00,9/30/16,19:45:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street  NW,,,1
16101710,10/1/16,9:15:00,10/2/16,9:15:00,2903,Damage to Property - Public,Inactive,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,33.7800571,-84.40351893,1
16101725,10/5/16,1:00:00,10/5/16,1:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Smith Residence Hall,630,,Williams Street  NW,,,1
16101795,10/15/16,11:15:00,,,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z2,Technology Square Research Building   175  Z2,85,,Fifth Street  NW,33.7772881,-84.3900368,1
16101827,10/19/16,22:56:00,10/19/16,23:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Engineered Biosystems Building (EBB),950,,Atlantic Drive NW,33.780819,-84.397985,1
16101836,10/20/16,22:02:00,10/20/16,22:03:00,8399,,Closed/Cleared,,ONCAM,Z4,Burger Bowl Field,814,,Ferst Drive NW,33.77792754,-84.40298771,1
16101871,10/25/16,20:10:00,10/25/16,20:20:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,,,,,33.778264,-84.397802,1
16101897,10/28/16,16:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Global Learning Center   170   Z2,84,,Fifth Street  NW,33.77632934,-84.38995185,1
16101914,10/30/16,14:48:00,10/30/16,15:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,,190,,North Avenue  NW,33.7710217,-84.39350159,1
16111953,11/4/16,19:52:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,Northside Drive  NW / Hampton Street  NW,,,,,,1
16111979,10/28/16,1:20:00,10/28/16,1:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAMRES,Z3,North Avenue Apartments North Building,120,,North Avenue  NW,33.77435044,-84.39955247,1
16111987,11/8/16,23:08:00,11/8/16,23:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Fitten Residence Hall,855,,McMillan Street NW,,,1
16112029,11/15/16,11:10:00,11/15/16,11:18:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,,,1
16112073,11/19/16,15:58:00,11/19/16,16:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Burge Parking Deck,200,,North Avenue  NW,33.77097373,-84.39394018,1
16112110,11/27/16,13:50:00,11/27/16,13:58:00,2308,Larceny - From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Clough Building,266,,Fourth Street NW,,,1
16112122,11/27/16,17:00:00,11/29/16,16:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street NW,33.7746818,-84.39637939,1
16112129,11/30/16,14:08:00,11/30/16,14:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments East Building,120,,North Avenue  NW,33.77011984,-84.39135352,1
16122144,11/21/16,2:00:00,11/21/16,2:15:00,2308,Larceny - From Building,Inactive,,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street NW,33.77170733,-84.39125155,1
16122177,12/4/16,4:40:00,12/4/16,4:50:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Facilities,955,,Fowler Street  NW,,,1
16122202,12/7/16,21:44:00,12/7/16,21:45:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z2,NAA Turnaround   191   Z2,120,,North Avenue NW,33.77005,-84.39162,1
16122238,12/12/16,14:22:00,12/12/16,14:22:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16111956,11/5/16,1:34:00,11/5/16,1:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,North Avenue  NW at Techwood Drive  NW,,,,33.77131,-84.392067,1
16111971,11/3/16,8:00:00,11/7/16,10:14:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,,ONCAMRES,Z1,Graduate Living Center,301,,Tenth Street NW,33.78195744,-84.39660566,1
16111977,11/8/16,1:00:00,11/8/16,1:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glen Residence Hall,118,,Bobby Dodd Way NW,,,1
16111978,11/8/16,13:08:00,11/8/16,13:58:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building,353,,Ferst Drive NW,33.77435044,-84.39955247,1
16111980,11/8/16,14:15:00,,,,,Further Investigation,,ONCAM,Z3,Ferst Drive  NW @ State Street  NW,,,,33.77895641,-84.40131466,1
16111989,11/9/16,1:03:00,11/9/16,1:23:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Fitten Residence Hall,855,,McMillan Street NW,,,1
16112011,11/12/16,20:37:00,11/12/16,21:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Curran Street Parking Deck,875,,Curran Street  NW,33.77916113,-84.40553266,1
16112024,11/14/16,19:45:00,11/14/16,19:52:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,North Avenue  NW @ Northside Drive  NW,,,,33.770132,-84.404539,1
16112050,11/18/16,12:15:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.77483366,-84.40311079,1
16112057,11/17/16,14:00:00,11/18/16,16:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16112075,11/19/16,22:25:00,11/19/16,22:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Parking Deck,770,,Spring Street NW,33.77634325,-84.38930792,1
16112082,11/21/16,11:30:00,11/21/16,12:30:00,2599,Counterfeiting Free Text,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Highland Bakery,224,,Uncle Henie Way NW,,,1
16112123,11/29/16,19:14:00,11/29/16,19:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Stamps Student Center Commons,301,,Ferst Drive NW,33.77368657,-84.39821489,1
16122172,12/3/16,7:27:00,12/3/16,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Van Leer Electrical Engineering Building   85  Z3,777,,Atlantic Drive NW,33.77585591,-84.39717081,1
16122179,12/3/16,17:00:00,12/4/16,18:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,OFFCAM,Oceanaire Seafood,1100,,Peachtree Street  NE,,,1
16122190,12/5/16,18:00:00,12/6/16,6:30:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street NW,33.77634325,-84.38930792,1
16122203,12/7/16,22:45:00,12/7/16,22:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Peachtree Place  NW at State Street  NW,,,,,,1
16122231,12/11/16,2:45:00,12/11/16,2:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Nanotechnology Building,345,,Ferst Drive  NW,33.77884514,-84.39847658,1
16122243,12/13/16,8:00:00,12/13/16,8:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Engineered Biosystems Building (EBB)   195   Z1,950,,Atlantic Drive NW,33.780819,-84.397985,1
16122257,12/15/16,18:27:00,12/15/16,19:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Spring Street  NW,,,,33.770969,-84.389392,1
16122261,12/16/16,5:44:00,12/16/16,6:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,960,,FOWLER ST NW,33.78153,-84.393571,1
16122262,12/11/16,1:30:00,12/13/16,17:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,Hopkins Residence Hall,115,,Bobby Dodd Way  NW,33.77406277,-84.39129634,1
16122284,10/26/16,20:00:00,12/20/16,17:00:00,5309,Harassing Communication,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Center Street Apartments,939,,Hemphill Avenue NW,33.78005124,-84.40198786,1
16122256,12/15/16,16:15:00,12/15/16,17:10:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z3,Howey Physics Building,800,,Atlantic Drive NW,33.77742295,-84.39846714,1
16122289,12/21/16,17:30:00,12/22/16,10:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z2,,713,,Brittain Drive  NW,,,1
17020368,12/19/16,9:00:00,12/19/16,9:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Klaus Building,266,,Ferst Drive  NW,,,1
16122291,12/22/16,16:30:00,12/22/16,16:53:00,5311,Disorderly Conduct,Further Investigation,,ONCAM,Z2,Waffle House,66,,Fifth Street  NW,33.776725,-84.389468,1
16122292,12/22/16,17:43:00,12/22/16,18:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,10th Street  NW @ Hemphill Avenue  NW,,,,33.781552,-84.404199,1
16122307,12/30/16,11:59:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Van Leer Electrical Engineering Building   85  Z3,777,,Atlantic Drive  NW,33.77585591,-84.39717081,1
16122314,12/29/16,8:00:00,12/30/16,11:00:00,2999,Damage to Property Offense Free Text,Further Investigation,,ONCAM,Z2,Wesley Foundation-Methodist Center,189,,Fourth Street  NW,33.77610083,-84.39334027,1
TEST6,3/8/16,2:00:00,3/8/16,2:30:00,8399,,Further Investigation,,ONCAM,Z2,,711,,Techwood Dr NW,,,2
16071189,7/10/16,11:47:00,7/10/16,12:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beta Theta Pi Fraternity   303   Z2,764,,Fowler Street NW,33.77551971,-84.39447575,1
16071202,7/12/16,19:58:00,7/12/16,20:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Burger Bowl,814,,Hemphill Avenue NW,,,1
16071221,7/10/16,0:00:00,7/14/16,7:30:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16071243,7/19/16,8:00:00,7/20/16,19:50:00,2399,Larceny Offense Free Text,Inactive,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive NW,33.77884514,-84.39847658,1
16071270,7/28/16,22:50:00,7/28/16,22:50:00,3605,Indecent Exposure,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Phi Sigma Kappa Fraternity,825,,Techwood Drive  NW,,,1
16071271,7/26/16,16:00:00,7/27/16,9:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Maulding Residence Hall,501,,Sixth Street  NW,33.77279729,-84.39162219,1
16071280,7/31/16,16:46:00,7/31/16,17:19:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA East  191  Z2,120,,North Avenue NW,33.76952,-84.39097,1
16081283,8/2/16,7:05:00,8/2/16,7:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,33.77011984,-84.39135352,1
16081292,8/2/16,23:12:00,8/2/16,23:35:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Ave  NW at State Street  NW,,,,,,1
16081326,8/12/16,20:29:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,North Avenue  NW @ State Street  NW,,,,33.77004,-84.388883,1
16081336,8/15/16,9:00:00,8/15/16,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16081339,8/15/16,17:29:00,8/15/16,18:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Spring Street  NW @ Fourth Street  NW,,,,33.775124,-84.388821,1
16081357,8/17/16,14:35:00,8/17/16,14:40:00,1316,Terroristic Threats/Intimidation,Further Investigation,,ONCAM,Z4,Campus Recreation Center   160,750,,Ferst Drive NW,,,1
16081367,8/19/16,11:00:00,8/19/16,11:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,Ferst Drive @ Dalney Street  NW,33.778419,-84.399965,1
16081414,8/26/16,16:45:00,8/26/16,17:11:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Student Services Center,353,,Ferst Drive  NW,33.77413608,-84.39881802,1
16081438,8/28/16,16:30:00,8/28/16,16:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Cherry Street  NW @ Bobby Dodd Way  NW,,,,,,1
16091486,9/3/16,2:49:00,9/3/16,3:07:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,PUB,Z1,,,,,,,1
16091525,9/9/16,14:30:00,9/9/16,14:50:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z3,Howey Physics Building,800,,Atlantic Drive  NW,33.77742295,-84.39846714,1
16091554,9/13/16,13:52:00,9/13/16,14:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Chandler Stadium,255,,Ferst Drive NW,33.77761508,-84.3948266,1
16091561,9/8/16,18:00:00,9/9/16,6:00:00,2205,Burglary - No Forced Entry -NonResidence,Closed/Cleared,Unfounded,ONCAM,Z1,Zelnak Basketball Practice Facility,177,,Eighth Street  NW,33.77990593,-84.3922869,1
16091564,9/14/16,16:17:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Burge Parking Deck,200,,North Avenue  NW,33.77097373,-84.39394018,1
16091575,9/15/16,6:30:00,9/16/16,6:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16091577,9/15/16,16:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Campus Services Warehouse   882,818,,Joseph E Lowery Boulevard NW,33.776562,-84.417785,1
16091587,9/17/16,6:47:00,9/17/16,6:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science & Engineering Building   167   Z1,901,,Atlantic Drive NW,33.7798386,-84.39669326,1
16101796,10/15/16,11:00:00,10/15/16,11:30:00,8399,,Closed/Cleared,Prosecution Declined,PUB,Z3,Ferst Drive  NW @ Fowler Street  NW,,,,33.77699,-84.393645,1
16101801,10/16/16,3:24:00,10/16/16,3:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,Tenth Street  NW @ Spring Street  NW,,,,,,1
16101802,10/16/16,2:40:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.77413608,-84.39881802,1
16101851,10/23/16,9:12:00,10/23/16,9:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Pi Kappa Alpha Fraternity,260,,Ferst Drive  NW,33.77699,-84.393645,1
16101852,10/23/16,0:01:00,10/23/16,12:30:00,2902,Damage to Property - Private,Inactive,,ONCAMRES,Z4,Eighth Street Apartments,555,,Eighth Street NW,33.78012873,-84.40513865,1
16111944,11/2/16,18:45:00,11/2/16,18:47:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Cherry Street  NW,,,,,,1
16111945,11/2/16,13:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Student Services,353,,Ferst Drive   NW,33.77413608,-84.39881802,1
16111951,11/4/16,7:50:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Ferst Drive  NW at Plum Street  NW,,,,,,1
16111957,11/5/16,3:22:00,11/5/16,3:30:00,1206,Robbery - Street - Strongarm,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,100 block of 4th street,,,,33.77445419,-84.3923166,1
16112008,11/12/16,1:31:00,11/12/16,2:04:00,4104,Liquor - Possession Of,Further Investigation,Prosecution Declined,ONCAM,Z4,Burger Bowl Field,814,,Ferst Drive  NW,33.77792754,-84.40298771,1
16112015,11/13/16,0:30:00,11/13/16,15:30:00,2901,Damage to Property - Business,Inactive,,ONCAM,Z2,NAA Dining Hall,120,,North Avenue  NW,,,1
16112022,11/14/16,18:24:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments West Building,555,,Eighth Street  NW,33.78012873,-84.40513865,1
16091593,9/17/16,22:55:00,9/17/16,23:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street NW,,,1
16091614,9/20/16,14:30:00,9/20/16,18:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,Fourth Street @ Fowler Street NW,33.775955,-84.393657,1
16091649,9/23/16,18:00:00,9/23/16,20:00:00,2305,Larceny - Articles from Vehicle,Further Investigation,,ONCAM,Z1,Research Administration   155   Z1,505,,Tenth Street  NW,33.78167605,-84.40393633,1
16091660,9/25/16,13:42:00,9/25/16,14:23:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,Bobby Dodd Way  NW @ Power Plant Drive  NW,,,,33.77412336,-84.39408464,1
16091673,9/27/16,13:50:00,9/27/16,14:00:00,2303,Shoplifting,Inactive,,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street  NW,33.77668,-84.38863,1
16091699,9/30/16,14:33:00,9/30/16,14:49:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Administration (Tech Tower),225,,North Avenue  NW,,,1
16101720,9/25/16,10:00:00,9/25/16,14:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,266,,Ferst Drive NW,33.77716232,-84.39618136,1
16101737,10/6/16,23:50:00,10/7/16,0:15:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street  NW,33.77170733,-84.39125155,1
16101744,9/30/16,16:10:00,9/30/16,16:11:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Klaus Advanced Computing Building,266,,Ferst Drive  NW,33.77716232,-84.39618136,1
16101767,10/12/16,8:30:00,10/12/16,8:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,33.77895641,-84.40131466,1
16101772,10/12/16,16:53:00,10/12/16,17:30:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z4,Northside Drive  NW @ Tenth Street  NW,,,,33.781583,-84.407442,1
16101778,10/6/16,16:30:00,10/6/16,16:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Smith Residence Hall   6   Z2,630,,Williams Street NW,33.77170733,-84.39125155,1
16112046,11/17/16,20:15:00,11/17/16,21:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Howell Residence Hall,640,,Williams Street NW,33.77213571,-84.39098413,1
16112048,11/17/16,23:46:00,11/18/16,0:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Westminster Christian Fellowship,724,,Techwood Drive NW,,,1
16112079,11/20/16,20:02:00,11/20/16,20:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments -nWest,555,,Eighth Street  NW,33.78012873,-84.40513865,1
16112106,11/26/16,19:55:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16112119,11/28/16,23:17:00,11/28/16,23:38:00,1313,Simple Assault/Battery,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street NW,,,1
16122141,12/2/16,12:54:00,12/2/16,13:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street  NW,33.7746818,-84.39637939,1
16122145,12/1/16,19:35:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW @ State Street  NW,,,,33.771329,-84.39618,1
16122148,12/1/16,22:40:00,12/1/16,22:41:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Tumlin Street @ Calhoun Street NW,,,,33.782855,-84.400591,1
16122194,12/6/16,17:50:00,12/6/16,18:54:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building Lot,760,,State Street  NW,,,1
16122200,12/7/16,10:00:00,12/7/16,16:55:00,2699,Fraudulent Activity Offense Free ,Further Investigation,,ONCAMRES,Z2,Alpha Delta Pi Sorority,729,,Brittain Drive  NW,33.77450797,-84.39281132,1
16122224,12/10/16,2:41:00,12/10/16,2:52:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Tenth Street NW and Hemphill Avenue NW,,,1
16101783,10/13/16,16:15:00,10/13/16,16:30:00,9999W,,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,,,,,,,1
16101835,10/20/16,18:25:00,10/20/16,18:28:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,Phi Sigma Kappa Fraternity,825,,Techwood Drive  NW,33.7771575,-84.3919393,1
16101848,10/22/16,4:50:00,10/22/16,4:50:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z4,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16101860,10/24/16,13:30:00,,,2902,Damage to Property - Private,Inactive,,ONCAM,Z2,Brittain Dining Hall   12   Z2,649,,Techwood Drive NW,33.77244627,-84.39130325,1
16101864,10/24/16,19:35:00,10/24/16,19:40:00,1313,Simple Assault/Battery,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Eighth Street Apartments,555,,Eighth Street NW,,,1
16101873,10/26/16,8:25:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Theta XI Fraternity   329A   Z2,777,,Techwood Drive NW,33.7758785,-84.3916619,1
16101889,10/27/16,22:15:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Freeman Residence Hall,835,,McMillan Street  NW,33.77755033,-84.40392021,1
16101915,10/26/16,12:00:00,10/26/16,12:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,33.7800571,-84.40351893,1
16111954,11/4/16,20:30:00,11/4/16,20:44:00,1313,Simple Assault/Battery,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
16111975,11/4/16,19:45:00,11/6/16,21:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z2,Harrison Residence Hall,660,,Williams Street  NW,33.77276114,-84.39097668,1
16112000,11/10/16,20:17:00,11/10/16,20:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,MARC Building,813,,Ferst Drive  NW,33.77895641,-84.40131466,1
16112007,11/11/16,,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,10th Street @ I-75/85 South Ramp,33.781564,-84.39104,1
16112012,11/13/16,3:14:00,11/13/16,3:40:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Ferst Drive  NW @ Hemphill Avenue  NW,,,,33.778497,-84.40137,1
16112014,11/11/16,22:00:00,11/13/16,9:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636,1
16112040,11/16/16,22:05:00,11/16/16,22:19:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,555,,Eighth Street NW,33.78012873,-84.40513865,1
16112055,11/18/16,12:50:00,11/18/16,15:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,,Z3,Tech Walkway near Einstein Statue,777,,Atlantic Drive NW,33.77585591,-84.39717081,1
16112066,11/19/16,3:39:00,11/19/16,3:50:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Alumni-Faculty House   3   Z2,190,,North Avenue NW,33.7710217,-84.39350159,1
16112068,11/18/16,16:00:00,11/19/16,6:00:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,,Administration (Tech Tower)  35   Z2,225,,North Avenue NW,33.77248586,-84.39467721,1
16112072,11/19/16,15:04:00,11/19/16,15:30:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,,749,,Fowler Street NW,,,1
16112098,11/22/16,16:30:00,11/22/16,18:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Cly Deck,391,,Ferst Drive  NW,,,1
16112113,11/23/16,0:00:00,11/27/16,18:00:00,2902,Damage to Property - Private,Inactive,,NONCAM,Z2,Kappa Alpha Fraternity,801,,Techwood Drive NW,,,1
16122138,12/1/16,1:03:00,,,5707,Criminal Trespass,Further Investigation,,ONCAM,Z4,Campus Services Warehouse,818,,Joseph E Lowery Boulevard  NW,33.776562,-84.417785,1
16122161,12/2/16,13:30:00,12/2/16,15:00:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z2,D.M. Smith Building,685,,Cherry Street  NW,33.77895641,-84.40131466,1
