OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
16040794,4/29/16,9:09:00,4/29/16,9:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.77483366,-84.40311079,1
16050821,5/3/16,4:00:00,5/3/16,4:10:00,1204,Robbery - Street - Gun,Closed/Cleared,Cleared by Arrest,PUB,Z1,Fowler Street  NW & Sixth Street  NW,,,,33.77717561,-84.39334203,1
16050840,5/5/16,4:12:00,5/5/16,4:35:00,2399,Larceny Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Tech Square,,,Fifth Street  NW,33.776916,-84.39212,1
16050841,5/4/16,8:47:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Weber Building  (SST 1)   84   Z2,281,,Ferst Drive NW,33.77289915,-84.39662064,1
16050867,5/9/16,8:30:00,5/9/16,8:30:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Williams Street  Nw at Bobby Dodd Way  NW,,,,,,1
16050888,2/1/16,12:00:00,5/12/16,12:00:00,5309,Harassing Communication,Inactive,,ONCAM,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,33.7800571,-84.40351893,1
16020262,2/10/16,22:01:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z2,Centennial Olympic Park Drive  NW / Merritts Avenue  NW,,,,,,1
16020276,2/11/16,23:07:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,,950,,Marietta Street  NW,,,1
16020297,2/15/16,14:45:00,2/15/16,15:15:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive   NW,33.77716232,-84.39618136,1
16020308,2/17/16,8:00:00,2/17/16,11:15:00,2903,Damage to Property - Public,Inactive,,ONCAM,Z3,Clydeck   54  Z3,391,,Ferst Drive NW,33.7741731,-84.40058314,1
16020314,2/17/16,21:09:00,,,5314,Loitering Violation,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,NAA Dining Hall,120,,North Avenue  NW,33.77101,-84.3913,1
16020328,2/19/16,17:20:00,2/19/16,18:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Chandler Stadium,255,,Ferst Drive  NW,33.77761508,-84.3948266,1
16020339,2/21/16,17:06:00,2/21/16,18:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Center Street  NW,,,,,,1
16020348,2/23/16,0:08:00,2/23/16,2:00:00,2599,Counterfeiting Free Text,Closed/Cleared,Cleared by Arrest,NONCLERY,Z1,Fourteenth Street  NW at Fowler Street  NW,,,,,,1
16020362,2/19/16,14:00:00,2/19/16,18:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Klaus Advanced Computing Building,266,,Ferst Drive  NW,,,1
16020380,2/27/16,0:24:00,,,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,North Avenue  NW / Fowler Street  NW,,,,,,1
16020384,2/27/16,2:56:00,2/27/16,3:30:00,2903,Damage to Property - Public,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Harris Residence Hall   11   Z2,633,,Techwood Drive NW,33.7720907,-84.39166018,1
16020397,2/29/16,13:00:00,2/29/16,16:32:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,McCamish Pavilion Lot,965,,Fowler Street  NW,33.7804368,-84.39183,1
16010173,1/29/16,0:01:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Library   77   Z2,704,,Cherry Street  NW,33.77431732,-84.39572383,1
16010191,1/31/16,18:58:00,1/31/16,19:13:00,5499,Traffic Offense (describe offense),Closed/Leads Exhausted,,PUB,Z1,Techwood Drive  NW at Tenth Street  NW,,,,,,1
16020212,2/4/16,1:32:00,2/4/16,2:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,Z1,Fourteenth Street  NW at  Snyder Street  NW,,,,,,1
16020251,2/8/16,20:35:00,2/8/16,21:45:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,O'keefe East Lot,151,,Sixth Street,,,1
16020257,2/9/16,19:30:00,2/9/16,21:30:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Outer Drive Lot,225,,North Avenue  NW,,,1
16020271,2/11/16,14:10:00,2/11/16,14:58:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Habersham House,781,,Marietta Street NW,,,1
16020277,1/22/16,8:05:00,1/22/16,8:55:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Further Investigation,,ONCAMRES,OFFCAM,Center Street North appartments,939,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16020282,2/13/16,0:51:00,2/13/16,1:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments  191  Z2,120,,North Avenue  NW,33.77011984,-84.39135352,1
16020286,2/13/16,16:15:00,2/13/16,16:55:00,2699,Fraudulent Activity Offense Free ,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Starbucks,48,,Fifth Street  NW,33.77406277,-84.39129634,1
16020357,2/24/16,15:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020377,2/26/16,20:20:00,2/26/16,20:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16020396,2/29/16,8:00:00,2/29/16,16:21:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z3,Howey Physics Building,800,,Atlantic Drive  NW,33.77742295,-84.39846714,1
16061057,6/16/16,23:14:00,6/16/16,23:40:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ State Street  NW,,,,,,1
16061107,6/24/16,3:33:00,6/24/16,4:40:00,5311,Disorderly Conduct,Closed/Cleared,Prosecution Declined,NONCAM,Z2,Waffle House,66,,Fifth Street  NW,,,1
16061140,6/29/16,0:53:00,6/29/16,0:55:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW @ West Peachtree Street  NW,,,,,,1
16061144,6/26/16,23:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Dancord Building   826   Z2,756,,West Peachtree Street NW,33.77526083,-84.38763618,1
16071175,7/7/16,8:12:00,7/7/16,8:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Smith Residence Hall   6   Z2,630,,Williams Street NW,33.77170733,-84.39125155,1
16071193,7/10/16,21:59:00,7/10/16,23:00:00,9999,Non-Crime (not reported to state),Inactive,,NONCLERY,Z3,Sublime Donuts,535,,Tenth St NW,33.77895641,-84.40131466,1
16071194,7/10/16,23:45:00,7/10/16,23:46:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue  NW,33.77058,-84.39095,1
16071213,7/14/16,15:10:00,7/14/16,15:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16071214,7/14/16,20:01:00,7/14/16,20:03:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16071241,7/18/16,1:00:00,7/18/16,15:30:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16071259,7/26/16,14:12:00,7/26/16,16:39:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center,740,,Ferst Drive NW,33.77483366,-84.40311079,1
16081337,8/15/16,14:45:00,8/15/16,15:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Engineered Biosystems Building (EBB),950,,Atlantic Drive  NW,33.780819,-84.397985,1
16010018,1/6/16,1:45:00,,,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway  NW @ Means Street  NW,,,,,,1
16010042,1/10/16,1:55:00,,,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Undergraduate Living Center,580,,Turner Place  NW,33.77817418,-84.40548218,1
16010049,1/12/16,13:00:00,1/12/16,13:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Sixth Street  NW @ McMillan Street  NW,,,,,,1
16010080,1/13/16,17:00:00,1/14/16,11:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Hinman Research Building   51   Z2,723,,Cherry Street  NW,33.77467083,-84.39511476,1
16010088,1/16/16,23:30:00,1/17/16,2:30:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7741942,-84.39093621,1
16010092,1/15/16,13:30:00,1/17/16,16:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center   104,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16010099,1/17/16,21:00:00,1/17/16,23:30:00,2901,Damage to Property - Business,Inactive,,ONCAM,Z1,IPST #2,575,,Fourteenth Street,,,1
16010117,1/21/16,14:45:00,1/21/16,15:45:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16010151,1/25/16,23:34:00,1/25/16,23:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive  NW,33.77483366,-84.40311079,1
16010158,1/27/16,16:40:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Bobby Dodd Stadium,150,,Bobby Dodd Way  NW,33.77168558,-84.39281295,1
16010162,1/27/16,23:32:00,1/27/16,23:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hopkins Residence Hall   94   Z2,115,,Bobby Dodd Way  NW,33.77406277,-84.39129634,1
16010171,1/28/16,15:17:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16050805,5/1/16,13:30:00,5/1/16,14:11:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street  NW,33.77634325,-84.38930792,1
16050822,5/3/16,7:05:00,5/3/16,7:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,School of Industrial & Systems Engeernering,765,,Ferst Drive  NW,33.7757942,-84.402042,1
16050825,5/3/16,14:00:00,5/3/16,14:40:00,9999F,,Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive  NW,33.77413608,-84.39881802,1
16050834,5/4/16,11:57:00,5/4/16,12:36:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center  64   Z4,580,,Turner Place NW,33.77817418,-84.40548218,1
16050845,5/5/16,15:24:00,5/5/16,15:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16050851,5/4/16,12:00:00,5/4/16,15:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,266,,Fourth Street NW,33.7746818,-84.39637939,1
16050860,5/7/16,17:16:00,5/7/16,,2903,Damage to Property - Public,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Campanile,350,,Ferst Drive NW,33.774298,-84.398183,1
16050871,5/10/16,10:00:00,5/10/16,11:00:00,2399,Larceny Offense Free Text,Inactive,,ONCAM,Z4,Campus Recreation Center Parking Deck,750,,Ferst Drive  NW,33.77619076,-84.40390717,1
16050895,5/16/16,15:00:00,5/16/16,15:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Technology Square Research Building,85,,Fifth Street  NW,33.77737344,-84.39009607,1
16050931,5/26/16,12:43:00,5/26/16,13:56:00,1209,Robbery - Residence  - Strongarm,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792,1
16050938,5/27/16,15:08:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020207,2/3/16,19:31:00,2/3/16,19:57:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ State Street  NW,,,,,,1
16020231,2/6/16,2:40:00,2/6/16,2:48:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way NW,33.77342207,-84.3916112,1
16020247,1/29/16,5:00:00,1/29/16,8:00:00,2902,Damage to Property - Private,Inactive,,PUB,Z1,,,,Fifth Street  NW,33.776725,-84.389468,1
16020252,2/9/16,4:59:00,,,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Hirsch Street  NW,,,,,,1
16020264,2/10/16,23:30:00,2/10/16,23:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building   123   Z3,353,,Ferst Drive NW,33.77435044,-84.39955247,1
16020272,2/11/16,15:24:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020307,2/11/16,13:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Woodruff Lot/ Facilities secured Lot,890,,Curran Street NW,33.77910743,-84.40662487,1
16020313,2/17/16,19:58:00,2/17/16,20:24:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Fourteenth Street  NW @ Hemphill Avenue  NW,,,,,,1
16020327,2/19/16,15:27:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16020338,2/21/16,15:20:00,2/21/16,15:45:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall   131   Z4,900,,Hemphill Avenue NW,33.7800571,-84.40351893,1
16020347,2/22/16,19:51:00,2/22/16,20:11:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z3,North Avenue  NW @ Centennial Olympic Park Drive,,,,,,1
16020361,2/24/16,12:00:00,2/24/16,13:00:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16010178,1/29/16,19:35:00,,,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Cloudman Residence Hall,661,,Techwood Drive  NW,33.77279729,-84.39162219,1
16010179,1/30/16,0:50:00,1/30/16,1:15:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Facilities   32   Z1,955,,Fowler Street  NW,33.77992173,-84.39313728,1
16010187,1/30/16,23:00:00,1/30/16,23:30:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Harrison Residence Hall   14   Z2,660,,Williams Street  NW,33.77276114,-84.39097668,1
16020270,2/11/16,13:55:00,2/11/16,14:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center,740,,Ferst Drive NW,33.77483366,-84.40311079,1
16020287,2/13/16,18:15:00,2/13/16,18:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glen Residence Hall,118,,Bobby Dodd Way NW,,,1
16020356,2/11/16,0:00:00,2/11/16,1:41:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Further Investigation,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.78195744,-84.39660566,1
16020360,1/26/16,22:05:00,1/26/16,23:00:00,2902,Damage to Property - Private,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,,,2
16020365,2/25/16,17:30:00,2/25/16,17:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,AT&T,62,,Fifth Street  NW,,,1
16020376,2/26/16,19:37:00,2/26/16,19:47:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Atlantic Drive  NW @ Fourteenth Street  NW,,,,,,1
16020387,2/27/16,23:34:00,2/28/16,0:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Folk Residence Hall   110   Z4,531,,Turner Place NW,33.77891622,-84.40483993,1
16030404,2/29/16,17:30:00,3/1/16,7:45:00,2308,Larceny - From Building,Inactive,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive NW,33.77889662,-84.39603609,1
16020372,2/26/16,14:10:00,2/26/16,14:41:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building   123   Z3,353,,Ferst Drive NW,33.77435044,-84.39955247,1
16020383,2/27/16,2:57:00,2/27/16,3:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,640,,Williams Street  NW,,,1
16030418,3/2/16,11:00:00,3/2/16,12:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive  NW,33.77716232,-84.39618136,1
16030422,3/3/16,20:32:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z4,North Avenue  NW and Northside Drive  NW,,,,,,1
16030442,3/6/16,2:00:00,3/6/16,12:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street NW,33.78238002,-84.39595556,1
16030476,3/12/16,20:15:00,3/12/16,20:20:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ State Street  NW,,,,,,1
16030515,3/19/16,0:01:00,3/19/16,3:30:00,2305,Larceny - Articles from Vehicle,Closed/Leads Exhausted,,ONCAM,Z1,Tech Square Street Parking,85,,Fifth Street  NW,,,1
16030521,3/21/16,19:26:00,3/21/16,19:32:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,McCamish Pavilion,965,,Fowler Street  NW,33.78067585,-84.39276636,1
16030541,3/26/16,15:40:00,3/26/16,15:50:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,800,,Spring Street NW,33.77634325,-84.38930792,1
16030548,3/27/16,23:10:00,3/28/16,23:20:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,890,,Curran Street NW,33.77910743,-84.40662487,1
16030559,3/29/16,2:34:00,3/29/16,2:56:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center,580,,Turner Place NW,33.77817418,-84.40548218,1
16061105,6/23/16,18:30:00,6/23/16,23:00:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z1,Family Apartments Parking Deck,251,,Tenth Street  NW,,,1
16061149,6/30/16,22:25:00,6/30/16,22:43:00,3522,Opium or Derivative - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,North Avenue  NW @ State Street  NW,,,,,,1
16071186,7/9/16,16:37:00,7/9/16,16:58:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartment East Building,120,,North Avenue  NW,33.76952,-84.39097,1
16071209,7/13/16,12:30:00,7/13/16,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Building,686,,Cherry Street  NW,33.77895641,-84.40131466,1
16071225,7/15/16,17:00:00,7/15/16,17:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Subway Restaurant,75,,Fifth Street NW,,,1
16071228,7/19/16,9:50:00,7/19/16,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Paper Tricentennial Building   129   Z4,500,,Tenth Street NW,33.78097791,-84.40454543,1
16071235,7/16/16,10:30:00,7/26/16,14:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16071238,7/20/16,10:00:00,7/20/16,10:13:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Barnes and Nobles Book Store,48,,5th Street  NW,,,1
16071252,7/23/16,15:30:00,7/23/16,16:30:00,1313,Simple Assault/Battery,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,Tin Drum Asia Cafe,88,,5th Street  NW,,,1
16071262,7/27/16,11:37:00,7/27/16,12:00:00,2308,Larceny - From Building,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Student Center   104   Z3,351,,Ferst Drive NW,33.77413608,-84.39881802,1
16081323,8/11/16,10:34:00,8/11/16,10:36:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,939,,Hemphill Avenue  NW,33.78005124,-84.40198786,1
16081341,8/15/16,22:41:00,8/15/16,23:14:00,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,Cleared by Arrest,PUB,Z3,,,,Ferst Drive NW and Atlantic Drive NW,,,1
16030564,3/29/16,19:05:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,NONCAM,Z1,Tenth Street  NW / State Street  NW,,,,33.781608,-84.399191,1
16030585,3/31/16,10:13:00,3/31/16,11:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Lyman Hall,221,,Uncle Heinie Way  NW,33.77297119,-84.39412501,1
16030591,3/31/16,17:30:00,3/31/16,22:40:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z1,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566,1
16040666,4/11/16,15:29:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16040699,4/15/16,21:21:00,,,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,NONCAM,OFFCAM,North Avenue  NW / State Street  NW,,,,,,1
16040763,4/25/16,13:27:00,4/25/16,13:27:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
16040792,4/29/16,1:12:00,4/29/16,1:12:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Harrison Residence Hall   14   Z2,660,,Williams Street  NW,33.77276114,-84.39097668,1
16040801,4/30/16,14:26:00,4/30/16,14:50:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,Fourth Street  NW @ Spring Street  NW,,,,33.777014,-84.390407,1
16050806,5/1/16,13:50:00,5/1/16,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hopkins Residence Hall,115,,Bobby Dodd Way  NW,,,1
16050826,5/3/16,16:10:00,5/3/16,18:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Eighth Street  NW at McMillan Street  NW,,,,,,1
16050837,5/4/16,19:46:00,5/4/16,21:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Outer Drive  NW,,,,,,1
16050846,4/22/16,0:00:00,4/22/16,23:59:00,2604,Fraud - Impersonation,Further Investigation,,ONCAMRES,Z1,,939,,Hemphill Avenue  NW,,,1
16030407,2/29/16,13:00:00,2/29/16,14:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z2,Montgomery Knight Building  (SST II)   101   Z2,270,,Ferst Drive NW,33.77191256,-84.39607312,1
16030427,3/4/16,15:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030434,3/4/16,23:00:00,3/5/16,12:20:00,2404,Theft of Automobile,Inactive,,ONCAM,Z1,Christian Campus Fellowship,776,,Techwood Drive NW,33.7758785,-84.3916619,1
16030437,3/5/16,22:16:00,3/5/16,22:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue  NW,33.77011984,-84.39135352,1
16030438,3/5/16,23:14:00,3/6/16,23:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hopkins Residence Hall,115,,Bobby Dodd Way  NW,33.77406277,-84.39129634,1
16030455,3/8/16,20:55:00,3/8/16,21:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glenn Residence Hall,118,,Bobby Dodd Way NW,,,1
16030475,3/12/16,14:45:00,3/12/16,15:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901,1
16030482,3/14/16,15:20:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library   77   Z2,704,,Cherry Street NW,33.77431732,-84.39572383,1
16030511,3/18/16,23:54:00,3/19/16,0:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Howell Residence Hall,640,,Williams Street  NW,33.77213571,-84.39098413,1
16030518,3/20/16,20:13:00,3/20/16,20:25:00,8399,,Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,157,,North Avenue NW,33.772506,-84.392279,1
16030527,3/24/16,0:09:00,3/24/16,12:39:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,Z4,Tenth Street  NW & Watkins Street  NW,,,,,,1
16030536,3/25/16,9:00:00,3/25/16,16:00:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z2,Technology Square Parking Deck,770,,Spring Street NW,33.77558662,-84.38947547,1
16050872,5/10/16,19:30:00,5/10/16,19:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,NAA Turnaround,120,,North Avenue  NW,,,1
16050875,5/11/16,8:51:00,5/11/16,8:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
16050889,5/14/16,1:39:00,5/14/16,1:40:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Scheller College of Business   172   Z2,800,,West Peachtree Street  NW,33.77628053,-84.38801865,1
16050906,5/20/16,2:36:00,5/20/16,3:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Fowler Street  NW,,,,,,1
